name,feature_id,languages,cell_ids
"Maharashtra","0x3bcfc41e9c9cd6f9:0x1b2f22924be04fb6","mr;hi;ur;gu","0x39601fc000000000;0x3960240000000000;0x39602c0000000000;0x3961d40000000000;0x3961dc0000000000;0x3a2a4d0000000000;0x3a2a540000000000;0x3a2ad40000000000;0x3a2adc0000000000;0x3a2ae40000000000;0x3a2afc0000000000;0x3a2b400000000000;0x3a2b900000000000;0x3a2bb00000000000;0x3a2bc40000000000;0x3a2bc90000000000;0x3a2bdc0000000000;0x3a2bec0000000000;0x3a2bf40000000000;0x3a2c0c0000000000;0x3a2c140000000000;0x3a2c340000000000;0x3a2c3c0000000000;0x3a2c500000000000;0x3a2c700000000000;0x3a2cc00000000000;0x3a2d100000000000;0x3a2d300000000000;0x3a2d440000000000;0x3a2d4c0000000000;0x3a2d6c0000000000;0x3a2d740000000000;0x3a2d7c0000000000;0x3a2d900000000000;0x3a2db00000000000;0x3a2dc40000000000;0x3a2dcc0000000000;0x3a2ddd4000000000;0x3a2df00000000000;0x3a2e040000000000;0x3a2e084000000000;0x3a31ffffc0000000;0x3a32040000000000;0x3a320c0000000000;0x3a32440000000000;0x3a32540000000000;0x3a325c0000000000;0x3a32700000000000;0x3a32840000000000;0x3a328c0000000000;0x3a32910000000000;0x3a329b0000000000;0x3a32ec0000000000;0x3a32f40000000000;0x3a32f90000000000;0x3bbf640000000000;0x3bbf740000000000;0x3bbf7c0000000000;0x3bbf900000000000;0x3bbfec0000000000;0x3bbff40000000000;0x3bbffc0000000000;0x3bc0400000000000;0x3bc0900000000000;0x3bc0dc0000000000;0x3bc0e40000000000;0x3bc0f40000000000;0x3bc0fc0000000000;0x3bc1400000000000;0x3bc1c00000000000;0x3bc3000000000000;0x3bc5000000000000;0x3bc6100000000000;0x3bc6655400000000;0x3bc66c0000000000;0x3bc6740000000000;0x3bc67c0000000000;0x3bc6900000000000;0x3bc6b00000000000;0x3bc6c40000000000;0x3bc6cc0000000000;0x3bc6d10000000000;0x3bc6dc0000000000;0x3bc6e54000000000;0x3bc6ec0000000000;0x3bc6f40000000000;0x3bc6f90000000000;0x3bcde10000000000;0x3bce100000000000;0x3bce300000000000;0x3bce500000000000;0x3bce640000000000;0x3bce6c0000000000;0x3bce740000000000;0x3bce8c0000000000;0x3bcef40000000000;0x3bcefc0000000000;0x3bcf100000000000;0x3bcf3c0000000000;0x3bcf500000000000;0x3bcf700000000000;0x3bcfc00000000000;0x3bd1000000000000;0x3bd2100000000000;0x3bd2300000000000;0x3bd2440000000000;0x3bd24c0000000000;0x3bd2540000000000;0x3bd26c0000000000;0x3bd2950000000000;0x3bd2b40000000000;0x3bd2bc0000000000;0x3bd2d00000000000;0x3bd2f00000000000;0x3bd3400000000000;0x3bd3c00000000000;0x3bd4400000000000;0x3bd4c00000000000;0x3bd5040000000000;0x3bd51c0000000000;0x3bd5240000000000;0x3bd52c0000000000;0x3bd5310000000000;0x3bd5ac0000000000;0x3bd5b40000000000;0x3bd5cc0000000000;0x3bd5d40000000000;0x3bd6370000000000;0x3bd63c0000000000;0x3bd6500000000000;0x3bd6670000000000;0x3bd6690000000000;0x3bd67dc000000000;0x3bd6c00000000000;0x3bd7400000000000;0x3bd782c000000000;0x3bd7970000000000;0x3bd79c0000000000;0x3bd7b00000000000;0x3bd8340000000000;0x3bd84c0000000000;0x3bd8540000000000;0x3bd8b40000000000;0x3bd8d00000000000;0x3bd8e40000000000;0x3bd8e80c00000000;0x3bd8fc0000000000;0x3bd9400000000000;0x3bd9900000000000;0x3bd9b00000000000;0x3bd9c40000000000;0x3bd9cc0000000000;0x3bd9d7f000000000;0x3bd9dc0000000000;0x3bd9f00000000000;0x3bdb000000000000;0x3bdd000000000000;0x3bde100000000000;0x3bde210000000000;0x3bde340000000000;0x3bde3fc000000000;0x3bde500000000000;0x3bde700000000000;0x3bdec00000000000;0x3bdf100000000000;0x3bdf300000000000;0x3bdf440000000000;0x3bdf4c0000000000;0x3bdf700000000000;0x3bdf900000000000;0x3bdfb00000000000;0x3bdfc7f000000000;0x3bdfcc0000000000;0x3bdfd40000000000;0x3bdfec0000000000;0x3bdff40000000000;0x3be09f0000000000;0x3be0a40000000000;0x3be0ac0000000000;0x3be6d7c000000000;0x3be6dc0000000000;0x3be6e40000000000;0x3be7400000000000;0x3be7c00000000000;0x3be8100000000000;0x3be8300000000000;0x3be8440000000000;0x3be84c0000000000;0x3be8664000000000;0x3be86c0000000000;0x3be8740000000000;0x3be87c0000000000;0x3be9b40000000000;0x3be9b81000000000;0x3be9d00000000000;0x3be9f00000000000;0x3bea100000000000;0x3bea6df400000000;0x3bea740000000000;0x3bea7c0000000000;0x3bea840000000000;0x3bea9c0000000000;0x3beaa40000000000;0x3beaac0000000000"
"Manipur","0x3749265bf16390db:0x8cc1691ae0a829af","en","0x3747d5c000000000;0x3747d70000000000;0x3747d90000000000;0x3747da4000000000;0x374837f000000000;0x3748390000000000;0x37483f5000000000;0x3748500000000000;0x3748640000000000;0x3748690000000000;0x37486f0000000000;0x3748710000000000;0x3748724000000000;0x374873c000000000;0x3748770000000000;0x37487c0000000000;0x3748c00000000000;0x3749100000000000;0x3749300000000000;0x3749500000000000;0x3749640000000000;0x37496c0000000000;0x3749740000000000;0x374979ff00000000;0x37497b0000000000;0x37497d0000000000;0x3749a40000000000;0x3749ac0000000000;0x3749b10000000000;0x3749b30000000000;0x374bc30000000000;0x374bc50000000000;0x374bd7c000000000;0x374bdc0000000000;0x374be40000000000;0x374be84000000000;0x374bfc0000000000;0x374c040000000000;0x374c1c0000000000;0x374c210000000000;0x374c270000000000;0x374c290000000000;0x374c2b0000000000;0x374dd50000000000;0x374dd70000000000;0x374e570000000000;0x374e590000000000;0x374e5f0000000000;0x374e640000000000;0x374e7c0000000000;0x374ec00000000000;0x374f030000000000;0x374f050000000000;0x374f140000000000;0x374f1c0000000000;0x374f300000000000;0x374f410000000000;0x374f470000000000;0x374f4c0000000000;0x374f6ac000000000"
"Meghalaya","0x37507e8f34bd207f:0xf5ef6117f496d6e","en","0x3745554000000000;0x374f950000000000;0x374fbf0000000000;0x374fc40000000000;0x374fd7c000000000;0x374fdc0000000000;0x374fe40000000000;0x374fec0000000000;0x374ff0c000000000;0x374ff70000000000;0x374ffc0000000000;0x3750100000000000;0x3750240000000000;0x3750290000000000;0x37502f0000000000;0x3750304000000000;0x37503c0000000000;0x3750440000000000;0x37505c0000000000;0x3750700000000000;0x3750900000000000;0x3750b00000000000;0x3750c40000000000;0x3750cc0000000000;0x3750ec0000000000;0x3750f40000000000;0x37570c0000000000;0x3757140000000000;0x3757350000000000;0x3757370000000000;0x37573c0000000000;0x3757500000000000;0x3757700000000000;0x3757900000000000;0x3757a40000000000;0x3757bc0000000000;0x3757c10000000000;0x3757c30000000000;0x3757dd0000000000;0x3757df0000000000;0x3757f00000000000;0x3758100000000000;0x3758300000000000;0x3759d00000000000;0x3759e40000000000;0x3759ec0000000000;0x3759f10000000000;0x3759f70000000000;0x3759fc0000000000;0x375a040000000000;0x375a0c0000000000;0x375a140000000000;0x375a5dc000000000;0x375a5f0000000000;0x375a700000000000;0x375a900000000000;0x375aa40000000000;0x375aac0000000000;0x375abc0000000000;0x375ac10000000000;0x375ac70000000000;0x375aeb0000000000;0x375aecc000000000;0x375aed4000000000;0x375af2ac00000000;0x375af50000000000;0x39e2ac0000000000;0x39fd430000000000;0x39fd450000000000;0x39fd4f0000000000;0x39fd540000000000;0x39fd5c0000000000;0x39fd601000000000;0x39fd67c000000000"
"Mizoram","0x374d0bd19f3f36f7:0xb1f62692a3d5e474","en","0x30b2850000000000;0x30b28f0000000000;0x30b2940000000000;0x30b2990000000000;0x30b29b0000000000;0x30b2a30000000000;0x30b2a50000000000;0x30b2ab0000000000;0x30b2ad0000000000;0x30b2af0000000000;0x30b2b40000000000;0x30b2bc0000000000;0x30b2d00000000000;0x30b2e40000000000;0x30b2ec0000000000;0x30b2f10000000000;0x30b2fb0000000000;0x30b31f0000000000;0x30b3240000000000;0x30b3290000000000;0x30b32b0000000000;0x30b32f4000000000;0x374c300000000000;0x374c500000000000;0x374c690000000000;0x374c6b0000000000;0x374cd50000000000;0x374cd70000000000;0x374cd90000000000;0x374cdf0000000000;0x374cf00000000000;0x374d400000000000;0x374dc00000000000;0x374e010000000000;0x374e050000000000;0x374e070000000000;0x374e0c0000000000;0x374e110000000000;0x374e130000000000;0x374e150000000000;0x374e3fc000000000;0x374e700000000000;0x3751f0c000000000;0x3751f754d3000000;0x3751fc0000000000;0x3752040000000000;0x37520c0000000000;0x375211c000000000;0x3752130000000000;0x37526d0000000000;0x37526f0000000000;0x3752740000000000;0x37527c0000000000;0x3752840000000000;0x37529c0000000000;0x3752a10000000000;0x3752a24000000000;0x3752a3d400000000;0x3752a70000000000"
"Nagaland","0x3746210934c63d31:0x1f2df33a89cc3efd","en","0x37380ac000000000;0x3738740000000000;0x3738790000000000;0x37387f0000000000;0x3738810000000000;0x3738830000000000;0x373897c000000000;0x37389c0000000000;0x3738a40000000000;0x3738ac0000000000;0x3738b04000000000;0x3738baac00000000;0x3738bd0000000000;0x3745e10000000000;0x3745e30000000000;0x3745e4c000000000;0x3745f0c000000000;0x3745f50000000000;0x3745f70000000000;0x3745fc0000000000;0x3746040000000000;0x3746090000000000;0x37460b0000000000;0x37460f0000000000;0x3746140000000000;0x37461c0000000000;0x3746300000000000;0x3746500000000000;0x3746670000000000;0x37466c0000000000;0x3746e50000000000;0x3746f10000000000;0x3746f70000000000;0x3746fc0000000000;0x3747100000000000;0x37473d0000000000;0x37473f0000000000;0x3747440000000000;0x37474fc000000000;0x3747510000000000;0x3747570000000000;0x37475c0000000000;0x3747700000000000;0x3747900000000000;0x3747b00000000000;0x3747d00000000000;0x3747e40000000000;0x3747ec0000000000;0x3747f40000000000;0x3747f90000000000;0x3747fb0000000000;0x3747fd0000000000;0x3748090000000000;0x37480b0000000000;0x37480d0000000000;0x3748740000000000;0x3748790000000000;0x37487f0000000000;0x3748840000000000;0x37489b5000000000;0x37489d0000000000;0x37489f0000000000;0x3748a10000000000;0x3748a70000000000;0x3748a90000000000;0x3748ab0000000000;0x3748ad0000000000;0x3748b2c000000000;0x374f370000000000;0x374f381000000000;0x374f500000000000;0x374f610000000000;0x374f63c000000000;0x374f670000000000"
"Odisha","0x3a226aece9af3bfd:0x133625caa9cea81f","or;hi","0x398a740000000000;0x3a17e30000000000;0x3a17f40000000000;0x3a17fc0000000000;0x3a18400000000000;0x3a18c00000000000;0x3a19400000000000;0x3a19900000000000;0x3a19b00000000000;0x3a19c40000000000;0x3a19cc0000000000;0x3a19d2aab0000000;0x3a19ec0000000000;0x3a19f40000000000;0x3a1a1ff000000000;0x3a1a300000000000;0x3a1a4c0000000000;0x3a1a52ac00000000;0x3a1b0c0000000000;0x3a1b740000000000;0x3a1b790000000000;0x3a1bc00000000000;0x3a1c400000000000;0x3a1c8c0000000000;0x3a1cd00000000000;0x3a1cf00000000000;0x3a1d040000000000;0x3a1d0c0000000000;0x3a1d1c0000000000;0x3a1d240000000000;0x3a1d940000000000;0x3a1db00000000000;0x3a1dd00000000000;0x3a1de40000000000;0x3a1dec0000000000;0x3a1dfd0000000000;0x3a1e100000000000;0x3a1e500000000000;0x3a1e700000000000;0x3a1ec00000000000;0x3a1f400000000000;0x3a1f900000000000;0x3a1fb00000000000;0x3a1fef0000000000;0x3a1ff40000000000;0x3a1ffc0000000000;0x3a20400000000000;0x3a20900000000000;0x3a20a40000000000;0x3a20b40000000000;0x3a20bc0000000000;0x3a20d00000000000;0x3a20f00000000000;0x3a21400000000000;0x3a21c00000000000;0x3a23000000000000;0x3a24400000000000;0x3a24c00000000000;0x3a25400000000000;0x3a2582aaac000000;0x3a258d0000000000;0x3a258e0100000000;0x3a25940000000000;0x3a259c0000000000;0x3a25b00000000000;0x3a25d00000000000;0x3a25f00000000000;0x3a260ac000000000;0x3a26700000000000;0x3a26900000000000;0x3a26b00000000000;0x3a26d00000000000;0x3a272c0000000000;0x3a27340000000000;0x3a2f900000000000;0x3a2fa30000000000;0x3a2fbd0000000000;0x3a2fe4c000000000;0x3a2fec0000000000;0x3a2ff40000000000;0x3a2ffc0000000000;0x3a30040000000000;0x3a300c0000000000;0x3a30640000000000;0x3a30770000000000;0x3a307c0000000000;0x3a30900000000000;0x3a30b00000000000;0x3a30d00000000000;0x3a30e40000000000;0x3a30ec0000000000;0x3a30f30000000000;0x3a31240000000000;0x3a312c0000000000;0x3a36d40000000000;0x3a372c0000000000;0x3a3732b500000000;0x3a3a040000000000;0x3a3a0c0000000000;0x3a3a3c0000000000;0x3a3a500000000000;0x3a3a700000000000;0x3a3ac00000000000;0x3a3b100000000000;0x3a3b300000000000;0x3a3b500000000000;0x3a3b640000000000;0x3a3b6c0000000000;0x3a3b740000000000;0x3a3ba50000000000;0x3a3bac0000000000;0x3a3bb40000000000;0x3a3c8c0000000000;0x3a3c940000000000;0x3a3c9c0000000000;0x3a3cb00000000000;0x3a3cd00000000000;0x3a3cf00000000000;0x3a3d040000000000;0x3a3d140000000000;0x3a3d1c0000000000;0x3a3d300000000000;0x3a3d500000000000;0x3a3d67f000000000;0x3a3d6c0000000000"
"Puducherry","0x3a536044e5c44795:0xe810cbb20a3d49d3","ta;te;ml","0x3a37f50d00000000;0x3a37f51400000000;0x3a37f55000000000;0x3a37f57000000000;0x3a3818ad54000000;0x3a3818b400000000;0x3a3818cc00000000;0x3a3818d400000000;0x3a3818dc00000000;0x3a38192400000000;0x3a38192c00000000;0x3a38193400000000;0x3a381e2c00000000;0x3a381e3400000000;0x3a381e4c00000000;0x3a381e5400000000;0x3a381ed000000000;0x3a381ef000000000;0x3a381f0400000000;0x3a381f1540000000;0x3a381f1c00000000;0x3a381f3000000000;0x3a381f5000000000;0x3a381f6400000000;0x3a381f6c00000000;0x3a381fb000000000;0x3a381fd000000000;0x3a381ff000000000;0x3a3821d400000000;0x3a3821dc00000000;0x3a53587c00000000;0x3a53589000000000;0x3a5358b000000000;0x3a5358d000000000;0x3a5358e400000000;0x3a5358ec00000000;0x3a53591400000000;0x3a53591c00000000;0x3a53593000000000;0x3a53595000000000;0x3a53596400000000;0x3a53596900000000;0x3a535b0c00000000;0x3a535b7400000000;0x3a535b7c00000000;0x3a535b9000000000;0x3a535ba400000000;0x3a535bbc00000000;0x3a535bc400000000;0x3a535bcf00000000;0x3a535bdc00000000;0x3a535bf000000000;0x3a535c0c00000000;0x3a535c1400000000;0x3a535c1b00000000;0x3a535c3000000000;0x3a535c5000000000;0x3a535c7000000000;0x3a535ce400000000;0x3a535cf400000000;0x3a535cfc00000000;0x3a535d0400000000;0x3a535d1d00000000;0x3a535d8aac000000;0x3a535d9500000000;0x3a535db000000000;0x3a535dc2c0000000;0x3a535dcc00000000;0x3a535ddc00000000;0x3a535df000000000;0x3a535e1000000000;0x3a535e3000000000;0x3a535e4400000000;0x3a535e4c00000000;0x3a535e5c00000000;0x3a535e7000000000;0x3a535e9000000000;0x3a535ea400000000;0x3a535eb400000000;0x3a535ebc00000000;0x3a535ed000000000;0x3a535eec00000000;0x3a535ef2b0000000;0x3a535f3000000000;0x3a535f7000000000;0x3a535fc000000000;0x3a53604000000000;0x3a53609000000000;0x3a5360a400000000;0x3a5360ac00000000;0x3a5360dc00000000;0x3a5360f000000000;0x3a53611000000000;0x3a53612400000000;0x3a53613c00000000;0x3a53615000000000;0x3a53617000000000;0x3a5361c000000000;0x3a53620400000000;0x3a53621c00000000;0x3a53622400000000;0x3a53622c00000000;0x3a5363d000000000;0x3a5363e400000000;0x3a5363e900000000;0x3a53643400000000;0x3a53643840000000;0x3a53645000000000;0x3a536507f0000000;0x3a53650c00000000;0x3a53659400000000;0x3a53659900000000;0x3a5365b000000000;0x3a5365c400000000;0x3a5365cc00000000;0x3a5365ec00000000;0x3a53665400000000;0x3a53665c00000000;0x3a5366ad00000000;0x3a5366b400000000;0x3a5366f400000000;0x3a5366fc00000000;0x3a53671554000000;0x3a53673ff0000000;0x3a53675000000000;0x3a53676400000000;0x3a53676c00000000;0x3a5498b000000000;0x3a5498d000000000;0x3a54992c00000000;0x3a54993400000000;0x3a549e1000000000;0x3a549e3000000000;0x3a549e4400000000;0x3a549e4c00000000;0x3a549e6400000000;0x3a549e6c00000000;0x3a549e7300000000;0x3a549e8c00000000;0x3a549e9400000000;0x3a549ed000000000;0x3a549ef000000000;0x3a549f4000000000;0x3a549f8100000000;0x3a549f8c00000000;0x3a549f9400000000;0x3a549fb000000000;0x3a549fd000000000;0x3a549ff000000000;0x3a54a01000000000;0x3a54a02ab0000000;0x3a54a03c00000000;0x3a54a07000000000;0x3a54a08400000000;0x3a54a09d00000000;0x3a54a0b000000000;0x3a54a0cb00000000;0x3a54a0d400000000;0x3a54a0d840000000;0x3a54a10c00000000;0x3a54a11400000000;0x3a54a13000000000;0x3a54a14400000000;0x3a54a14c00000000;0x3a54a17000000000;0x3a54a18ab0000000;0x3a54a19c00000000;0x3a54a1a400000000;0x3a54a1d400000000;0x3a54a1dc00000000;0x3a54a1f000000000;0x3a54a21000000000;0x3a54a22100000000;0x3a54a6cc00000000;0x3a54a6d400000000;0x3a54a73000000000;0x3a54a75000000000;0x3a54a77000000000;0x3a54a78400000000;0x3a54a79d00000000;0x3a55109400000000;0x3a55109c00000000;0x3a5510b000000000;0x3a5510d000000000;0x3a5510e400000000;0x3a5510ec00000000;0x3a55111400000000;0x3a55111c00000000;0x3a55113000000000;0x3a55115000000000;0x3a55116400000000;0x3a55116c00000000;0x3a55130c00000000;0x3a55131400000000;0x3a55133c00000000;0x3a55134400000000;0x3a55135c00000000;0x3a55137000000000;0x3a55139000000000;0x3a5513a400000000;0x3a5513bc00000000;0x3a5513c300000000;0x3a5513dc00000000;0x3a5513f000000000;0x3a55141000000000;0x3a55143000000000;0x3a55147000000000;0x3a55148400000000;0x3a55148840000000;0x3a5515d700000000;0x3a5515dc00000000;0x3a55161400000000;0x3a55163000000000;0x3a55165000000000;0x3a55167000000000;0x3a5516c000000000;0x3a55174000000000;0x3a55179000000000;0x3a5517b000000000;0x3a5517d000000000;0x3a5517e400000000;0x3a5517ec00000000;0x3a55183000000000;0x3a5519d000000000;0x3a5519f000000000;0x3a551a1000000000;0x3a553d5c00000000;0x3a553d6400000000;0x3a553d7c00000000;0x3a553d8400000000;0x3ba4280400000000;0x3ba4281c00000000;0x3ba4282100000000;0x3ba6829c00000000;0x3ba682b000000000"
"Punjab","0x391964aa569e7355:0x8fbd263103a38861","pa;hi;ur;bn;ne","0x3905354000000000;0x39054c0000000000;0x3905540000000000;0x3905590000000000;0x390e2c0000000000;0x390f8d0000000000;0x390f92ac00000000;0x390f950000000000;0x390fb70000000000;0x390fbc0000000000;0x390fd00000000000;0x390ff00000000000;0x3910400000000000;0x3910c00000000000;0x3911100000000000;0x3911240000000000;0x39112c0000000000;0x3911310000000000;0x39113c0000000000;0x3911440000000000;0x39116ac000000000;0x3911940000000000;0x3911990000000000;0x3911b00000000000;0x3911c40000000000;0x3911cc0000000000;0x3911d40000000000;0x3916d40000000000;0x3916d90000000000;0x3916df0000000000;0x3916e40000000000;0x3916fd0000000000;0x3917400000000000;0x3917840000000000;0x39178d0000000000;0x39178f0000000000;0x3917940000000000;0x39179c0000000000;0x3917b00000000000;0x39182b0000000000;0x39190c0000000000;0x3919140000000000;0x39193f0000000000;0x3919440000000000;0x3919510000000000;0x3919570000000000;0x39195c0000000000;0x3919700000000000;0x3919900000000000;0x3919a40000000000;0x3919bd0000000000;0x3919bf0000000000;0x3919c40000000000;0x3919cf0000000000;0x3919d40000000000;0x3919dc0000000000;0x3919f00000000000;0x391a400000000000;0x391a900000000000;0x391ab00000000000;0x391ac40000000000;0x391acc0000000000;0x391add0000000000;0x391ade4000000000;0x391af00000000000;0x391b100000000000;0x391b6d4000000000;0x391b740000000000;0x391b784000000000;0x391bc00000000000;0x391c0b0000000000;0x391c0cc000000000;0x391c740000000000;0x391c7c0000000000;0x391c840000000000;0x391c8c0000000000;0x391c9b0000000000"
"Rajasthan","0x396a3efaf7e30e37:0xb52b9b4506c088e5","hi;pa;ur","0x390d340000000000;0x390d384000000000;0x390d47c000000000;0x390d4c0000000000;0x390d540000000000;0x3912a50000000000;0x3912ac0000000000;0x3912b40000000000;0x3912b81000000000;0x3912d00000000000;0x3912e40000000000;0x3912e90000000000;0x3912fd4000000000;0x3913400000000000;0x3913900000000000;0x3913a40000000000;0x3913ac0000000000;0x3913bc0000000000;0x3913c40000000000;0x3913dc0000000000;0x3913f00000000000;0x3915000000000000;0x3916400000000000;0x3916900000000000;0x3916a40000000000;0x3916ac0000000000;0x3916bc0000000000;0x3916c40000000000;0x3916f00000000000;0x3917040000000000;0x3917ac0000000000;0x3917b40000000000;0x3917bc0000000000;0x3917c70000000000;0x3917cc0000000000;0x3917d40000000000;0x39362c0000000000;0x39377c0000000000;0x3937900000000000;0x3937bf0000000000;0x3937c40000000000;0x3937cf0000000000;0x3937d40000000000;0x3937dc0000000000;0x3937f00000000000;0x3938100000000000;0x3938300000000000;0x3938440000000000;0x39385c0000000000;0x3938700000000000;0x3938900000000000;0x3938b00000000000;0x3938c40000000000;0x3938cc0000000000;0x3938d40000000000;0x3938ec0000000000;0x3938f40000000000;0x3939d40000000000;0x393d7c0000000000;0x393d840000000000;0x393d8c0000000000;0x393d940000000000;0x393ddc0000000000;0x393df00000000000;0x393e400000000000;0x393e840000000000;0x393e8c0000000000;0x393e940000000000;0x393e9ac000000000;0x393ebc0000000000;0x393ec40000000000;0x393ed40000000000;0x393edc0000000000;0x393ef00000000000;0x393f400000000000;0x393fc00000000000;0x3941000000000000;0x3943000000000000;0x3944400000000000;0x3944c00000000000;0x3945100000000000;0x3945240000000000;0x3945280400000000;0x3945940000000000;0x39459c0000000000;0x3945b00000000000;0x3945d00000000000;0x3945e40000000000;0x3945ec0000000000;0x3945fc0000000000;0x3947000000000000;0x3948400000000000;0x3948900000000000;0x3948b00000000000;0x3949b40000000000;0x3949cc0000000000;0x3949d40000000000;0x394f4d5000000000;0x394f540000000000;0x395cb50000000000;0x395cc50000000000;0x395ccc0000000000;0x395cd40000000000;0x395cd90000000000;0x395d134000000000;0x395d300000000000;0x395d500000000000;0x395d700000000000;0x395d840000000000;0x395d8c0000000000;0x3960d40000000000;0x3961300000000000;0x3961440000000000;0x39614c0000000000;0x39642c0000000000;0x3964440000000000;0x39644ffc00000000;0x39645c0000000000;0x3964640000000000;0x39648b0000000000;0x3964d40000000000;0x3964dc0000000000;0x3964f00000000000;0x3965400000000000;0x3965900000000000;0x3965e2c000000000;0x3965ed0000000000;0x3965f40000000000;0x3965fc0000000000;0x3966400000000000;0x3966900000000000;0x3966a40000000000;0x3966af0000000000;0x3966b40000000000;0x3966bc0000000000;0x3966d00000000000;0x3966f00000000000;0x3967100000000000;0x3967300000000000;0x3967440000000000;0x39674c0000000000;0x3967501000000000;0x39675c0000000000;0x3967700000000000;0x3967c00000000000;0x396c000000000000;0x3970100000000000;0x3970240000000000;0x39702c0000000000;0x3970700000000000;0x3970840000000000;0x39708c0000000000;0x39709c0000000000;0x397142b000000000;0x3971540000000000;0x39715c0000000000;0x3971700000000000;0x3971900000000000;0x3971a40000000000;0x3971bc0000000000;0x3971d00000000000;0x3971f00000000000;0x3972400000000000;0x3972900000000000;0x3972b00000000000;0x3972c40000000000;0x3972cc0000000000;0x3972dc0000000000;0x3972f00000000000;0x3973040000000000;0x39730c0000000000;0x39731c0000000000;0x3973240000000000;0x39738d5000000000;0x3973940000000000;0x39739c0000000000;0x3973b00000000000;0x3973d00000000000;0x3973f00000000000;0x3974100000000000;0x397a77fc00000000;0x397a7c0000000000;0x397a840000000000;0x397a8d5000000000;0x397a940000000000;0x397a9c0000000000;0x397ab00000000000;0x397ad00000000000;0x397ae40000000000;0x397aec0000000000;0x397af40000000000;0x397afac000000000;0x397b170000000000;0x397b1c0000000000;0x397b240000000000;0x397b2c0000000000;0x397b3d4000000000"
"Sikkim","0x39e6a56a5805eafb:0xa4c4b857c39b5a04","en","0x39e0d30000000000;0x39e0d50000000000;0x39e0d60010000000;0x39e12c0000000000;0x39e1330000000000;0x39e1350000000000;0x39e14ab400000000;0x39e14d0000000000;0x39e14e1000000000;0x39e1510000000000;0x39e1530000000000;0x39e1550000000000;0x39e4010000000000;0x39e4021000000000;0x39e402c000000000;0x39e41f0000000000;0x39e4210000000000;0x39e4270000000000;0x39e4290000000000;0x39e42b0000000000;0x39e5d50000000000;0x39e5d64000000000;0x39e6550000000000;0x39e657f000000000;0x39e6590000000000;0x39e65d0000000000;0x39e65f0000000000;0x39e6640000000000;0x39e67c0000000000;0x39e6c00000000000;0x39e7010000000000;0x39e7030000000000;0x39e718c000000000;0x39e71d0000000000;0x39e71f0000000000;0x39e7240000000000;0x39e72c0000000000;0x39e7301000000000;0x39e73ac000000000;0x39e7ab0000000000"
"Tamil Nadu","0x3b00c582b1189633:0x559475cc463361f0","ta;te;kn;ur;ml","0x3a4d62aac0000000;0x3a4d7c0000000000;0x3a4d840000000000;0x3a4d8c0000000000;0x3a52540000000000;0x3a525c0000000000;0x3a52700000000000;0x3a52c00000000000;0x3a53100000000000;0x3a53300000000000;0x3a53500000000000;0x3a53640000000000;0x3a536c0000000000;0x3a53740000000000;0x3a53a70000000000;0x3a53ac0000000000;0x3a54940000000000;0x3a54990000000000;0x3a549f0000000000;0x3a54b00000000000;0x3a54d00000000000;0x3a54e40000000000;0x3a54ec0000000000;0x3a55140000000000;0x3a551c0000000000;0x3a55300000000000;0x3a55500000000000;0x3a55640000000000;0x3a556c0000000000;0x3afe030000000000;0x3aff8c0000000000;0x3aff940000000000;0x3affed5000000000;0x3afff40000000000;0x3afffc0000000000;0x3b00100000000000;0x3b00240000000000;0x3b00340000000000;0x3b003c0000000000;0x3b00500000000000;0x3b00700000000000;0x3b00c00000000000;0x3b01400000000000;0x3b01900000000000;0x3b01b00000000000;0x3b01e40000000000;0x3b01ec0000000000;0x3b01f30000000000;0x3b01fd5000000000;0x3b037ff000000000;0x3b03840000000000;0x3b038c0000000000;0x3b03910000000000;0x3b03930000000000;0x3b039ab000000000;0x3b03f00000000000;0x3b04400000000000;0x3b04840000000000;0x3b048c0000000000;0x3b0492c000000000;0x3b04e55500000000;0x3b04ec0000000000;0x3b04f40000000000;0x3b04fc0000000000;0x3b05010000000000;0x3b05ac0000000000;0x3b05b30000000000;0x3b05cc0000000000;0x3b05d50000000000;0x3b06550000000000;0x3b067c0000000000;0x3b06c00000000000;0x3b07400000000000;0x3b07840000000000;0x3b078c0000000000;0x3b079c0000000000;0x3b07ab0000000000;0x3b07f50000000000;0x3ba6040000000000;0x3ba60fc000000000;0x3ba6140000000000;0x3ba61c0000000000;0x3ba6240000000000;0x3ba6284000000000;0x3ba8140000000000;0x3ba81c0000000000;0x3ba8300000000000;0x3ba8500000000000;0x3ba8640000000000;0x3ba8684000000000;0x3ba8c00000000000;0x3ba9400000000000;0x3ba9c00000000000;0x3bab000000000000;0x3bac400000000000;0x3bacc00000000000;0x3bad100000000000;0x3bad300000000000;0x3bad440000000000;0x3bad4c0000000000;0x3bad540000000000;0x3bad6c0000000000;0x3bad740000000000;0x3bad9c0000000000;0x3bada40000000000;0x3badac0000000000;0x3badb40000000000;0x3badd00000000000;0x3bae640000000000;0x3bae740000000000;0x3bae7c0000000000;0x3bae900000000000;0x3baeb00000000000;0x3baecc0000000000;0x3baed40000000000;0x3baeec0000000000;0x3baf2c0000000000;0x3baf340000000000"
